AN EXAMPLE CHANGE meeting	sequence	date	type	speaker	statement	newcode	mem_num
201601	1578	2016-01-27	meeting	LIANG	We have not seen evidence of disproportionate outflows at other bond funds as a result.	11.0	999.0
201601	1579	2016-01-27	meeting	LIANG	We also did not see evidence of strains in market functioning at the time in the speculative-grade corporate bond market (shown to the right).	11.0	999.0
201601	1580	2016-01-27	meeting	LIANG	As shown in that panel, bid-ask spreads (the blue line) and average trading volumes (the black line) stayed in their normal ranges.	11.0	999.0
201601	1581	2016-01-27	meeting	LIANG	Nonetheless, it seems quite possible that the surprise closure raised the risk of preemptive outflows in the future and forced asset sales.	11.0	999.0
201601	1582	2016-01-27	meeting	LIANG	The SEC proposed rules last September to improve liquidity risk management and investor disclosures at these mutual funds, and the Financial Stability Oversight Council is assessing whether potential systemic risks arising from liquidity mismatch are being addressed.	11.0	999.0
201601	1583	2016-01-27	meeting	LIANG	An adverse dynamic of wider risk premiums that could have broader consequences should be limited by the modest exposures and strong capital positions of banking firms.	11.0	999.0
201601	1584	2016-01-27	meeting	LIANG	Although LISCC firms naturally have significant exposures to the corporate sector, as noted in the bottom-left panel, exposures to oil firms are not large.	11.0	999.0
201601	1585	2016-01-27	meeting	LIANG	The more significant concerns arising from lower oil prices would be for community banks or some regional banks in some areas of the country.	11.0	999.0
201601	1586	2016-01-27	meeting	LIANG	In addition, LISCC bank exposures to China, Hong Kong, and other EMEs are limited, although indirect exposures through other global banking firms could be a concern if EME troubles intensify.	11.0	999.0
201601	1587	2016-01-27	meeting	LIANG	These potential risks are not a complete surprise:  Last year’s stress-test scenarios featured wider corporate spreads and weak foreign growth, and they will remain features of this year’s scenarios, which will be released later this week.	11.0	999.0
201601	1588	2016-01-27	meeting	LIANG	Leverage in other parts of the financial system is more difficult to assess, but it does not appear unusually high and may be falling modestly.	11.0	999.0
201601	1589	2016-01-27	meeting	LIANG	Leverage at hedge funds measured based on margin credit may have turned down after the sharp jump in stock price volatility in August and the related margin calls, and more dealers reported in SCOOS in December that they had tightened somewhat the terms for securities financing and derivatives for their hedge fund clients.	11.0	999.0
201601	1590	2016-01-27	meeting	LIANG	In terms of oil positions, and as shown in the bottom right, the CME started to raise margins for oil futures last fall and have maintained margins at a relatively high level as price volatility has stayed high.	11.0	999.0
201601	1591	2016-01-27	meeting	LIANG	The staff views current margins to be conservative, on the basis of an estimated probability being low that a futures price change would exceed current margin levels.	11.0	999.0
201601	1592	2016-01-27	meeting	LIANG	Conservative margins reduce the prospect of a near-term increase that could trigger further price declines.	11.0	999.0
201601	1593	2016-01-27	meeting	LIANG	Exhibit 2 summarizes a broader view of financial vulnerabilities.	11.0	999.0
201601	1594	2016-01-27	meeting	LIANG	The table focuses on four categories of financial vulnerabilities, listed in the first column.	11.0	999.0
201601	1595	2016-01-27	meeting	LIANG	The current assessments for the categories, shown in the last column, are mostly “yellow,” which means we view vulnerabilities to shocks from any sources to be in the moderate range.	11.0	999.0
201601	1596	2016-01-27	meeting	LIANG	The staff judgments regarding the categories and overall are based on both a cyclical assessment of indicators as assessed against metrics of roughly the past 30 years as well as structural problems not captured well by time-series data.	11.0	999.0
201601	1597	2016-01-27	meeting	LIANG	I do not plan to talk through each line of the table but will highlight a few points.	11.0	999.0
201601	1598	2016-01-27	meeting	LIANG	For asset valuation pressures, we currently view them to be moderate, a step-down from the notable level in recent assessments.	11.0	999.0
201601	1599	2016-01-27	meeting	LIANG	As mentioned, risk spreads for corporate bonds widened materially and are now well above average, and low-rated, low-quality issuance has been abating.	11.0	999.0
201601	1600	2016-01-27	meeting	LIANG	In addition, the decline in stock prices has brought forward price-to-earnings ratios down, but they are above their median level of recent decades.	11.0	999.0
201601	1601	2016-01-27	meeting	LIANG	However, cap rates for commercial real estate through December indicate required returns continued to move down and are very close to or near levels near their previous boom in 2007.	11.0	999.0
201601	1602	2016-01-27	meeting	LIANG	Although cap rates may be supported by low interest rates and lending terms and standards recently appear to be tightening, the continued rapid rise in prices suggests this sector warrants continued attention.	11.0	999.0
201601	1603	2016-01-27	meeting	LIANG	In the next category, private nonfinancial sector leverage, an increase to record- high debt ratios in the business sector led us to raise the assessment early last year from green to yellow.	11.0	999.0
201601	1604	2016-01-27	meeting	LIANG	Although the business sector on its own might warrant a higher level, household borrowing has been very subdued, and the total private nonfinancial credit-to-GDP ratio in relation to its long-run trend is at a very low level.	11.0	999.0
201601	1605	2016-01-27	meeting	LIANG	In the financial sector, vulnerabilities arising from leverage are viewed to be low (shown by green), though a notch higher than the blue subdued level that would be suggested by the time-series data.	11.0	999.0
201601	1606	2016-01-27	meeting	LIANG	Bank capital ratios are at their highest in decades, but ratios have been rising as capital has turned out to have been inadequate many times for the risks of the financial system.	11.0	999.0
201601	1607	2016-01-27	meeting	LIANG	In maturity and liquidity transformation, vulnerabilities also are viewed as moderate, reflecting the fact that while cyclical vulnerabilities are low, structural reforms are still incomplete.	11.0	999.0
201601	1608	2016-01-27	meeting	LIANG	Short-term nondeposit liabilities have declined sharply in recent years and are low, especially adjusted for an upward trend.	11.0	999.0
201601	1609	2016-01-27	meeting	LIANG	On the structural side, the money fund reforms to address run risk are still to be implemented, as discussed earlier, and some parts of the repo and sec lending markets are very opaque.	11.0	999.0
201601	1610	2016-01-27	meeting	LIANG	Liquidity transformation has increased, and, as noted earlier, there is work supporting reforms for mutual funds.	11.0	999.0
201601	1611	2016-01-27	meeting	LIANG	Finally, I would note that this assessment that financial vulnerabilities overall are moderate was an input into the Board’s decision in December to affirm the level of the countercyclical capital buffer at zero.	11.0	999.0
201601	1612	2016-01-27	meeting	LIANG	The Board at the same time issued a proposal for comments on the framework for determining the level of the countercyclical capital buffer.	11.0	999.0
201601	1613	2016-01-27	meeting	LIANG	That concludes our remarks, and we would be happy to answer your questions.	11.0	999.0
201601	1614	2016-01-27	meeting	YELLEN	President Kashkari.	12.0	65.0
201601	1615	2016-01-27	meeting	KASHKARI	Two quick questions.	12.0	111.0
201601	1616	2016-01-27	meeting	KASHKARI	David, on your inflation revisions, forgive me, what’s the takeaway from panel 9?	12.0	111.0
201601	1617	2016-01-27	meeting	KASHKARI	How do we look at this, and how do we use it?	12.0	111.0
201601	1618	2016-01-27	meeting	WILCOX	8 and 9 are components of an inflation monitor that we intend to introduce in the March Tealbook.	12.0	999.0
201601	1619	2016-01-27	meeting	WILCOX	The first page of those exhibits is just going to show the evolution of our inflation forecasts from one Tealbook to the next and will overlay each successive forecast on top, so that if our forecast begins to drift away from what we had envisioned at the time of the December 2015 Tealbook, that will be completely evident.	12.0	999.0
201601	1620	2016-01-27	meeting	WILCOX	And 8 and 9 will look at the cumulative revision in the inflation forecast, putting a stake in the ground at the December 2015 Tealbook.	12.0	999.0
201601	1621	2016-01-27	meeting	WILCOX	What they’ll do is decompose in the left-hand panel the projection for top-line PCE inflation and in the right-hand panel the projection for core PCE inflation.	12.0	999.0
201601	1622	2016-01-27	meeting	WILCOX	The decomposition in the left-hand panel is just arithmetic.	12.0	999.0
201601	1623	2016-01-27	meeting	WILCOX	All it does is take the top-line PCE price index and decompose our forecast error into the main categories that are listed there:  food, energy, and core.	12.0	999.0
201601	1624	2016-01-27	meeting	WILCOX	In some sense, there’s no analytical content there.	12.0	999.0
201601	1625	2016-01-27	meeting	WILCOX	It’s just relative importance weights and an arithmetic exercise of how much each component departed from our forecast.	12.0	999.0
201601	1626	2016-01-27	meeting	WILCOX	There is some economic content in the panel on the right-hand side because that’s based on rules of thumb that our sector analysts use, which in turn themselves are informed by model- based estimates.	12.0	999.0
201601	1627	2016-01-27	meeting	WILCOX	What we’re trying to do is trace through the importance of changes in each of these factors for the projected behavior of core inflation.	12.0	999.0
201601	1628	2016-01-27	meeting	WILCOX	The idea there in the right-hand panel is that what we’ll do is attempt to trace back revisions in our core PCE inflation forecast to one- level-more fundamental sources.	12.0	999.0
201601	1629	2016-01-27	meeting	WILCOX	I’m sure that interpretations around the table will differ, probably in 19 different ways at least.	12.0	999.0
201601	1630	2016-01-27	meeting	WILCOX	That will double-count—	12.0	999.0
201601	1631	2016-01-27	meeting	TARULLO	But there are only 17 of us.	12.0	97.0
201601	1632	2016-01-27	meeting	WILCOX	—two of you.	12.0	999.0
201601	1633	2016-01-27	meeting	WILCOX	I was onto that.	12.0	999.0
201601	1634	2016-01-27	meeting	WILCOX	At least two of you will have different views.	12.0	999.0
201601	1635	2016-01-27	meeting	WILCOX	[Laughter]	12.0	999.0
201601	1636	2016-01-27	meeting	WILCOX	One possible interpretation of this decomposition might be that if we’re able to trace the cumulative revision in our inflation forecast back to easily identifiable, earlier sources, like energy prices, the dollar feeding through import prices, or the pressure on economic activity— that is, the Phillips curve at work—that might not reveal any extent to which we’ve lost our handle on how the inflation mechanism is working, because those would be identifiable factors that we would understand the economic mechanism that’s at work.	12.0	999.0
201601	1637	2016-01-27	meeting	WILCOX	Now, there’s an “other” category, because it’s not going to work out in so tidy a manner.	12.0	999.0
201601	1638	2016-01-27	meeting	WILCOX	At the moment, this “other” category is barely discernible, as we’ve only had one reading on the PCE monthly price index and one reading on the CPI since last time, but over time the “other” category will emerge, either to the upside or the downside.	12.0	999.0
201601	1639	2016-01-27	meeting	WILCOX	My hope is that it will provide an interesting vehicle for discussion and analysis as to what’s going on, what the underlying story might be.	12.0	999.0
201601	1640	2016-01-27	meeting	WILCOX	That’s the goal of this.	12.0	999.0
201601	1641	2016-01-27	meeting	WILCOX	The last piece of this inflation monitor will just be a panel—currently page 27 in your data sheets—that provides a roundup of a whole bunch of different measures of longer-term inflation expectations, which play a pretty key role in our inflation analysis.	12.0	999.0
201601	1642	2016-01-27	meeting	WILCOX	If those begin to drift one direction or the other, that’s something that would capture our attention.	12.0	999.0
201601	1643	2016-01-27	meeting	KASHKARI	The second quick question I had—maybe for David or Nellie, I’m not sure—is that in the risk scenarios I found it hard to reconcile that the China hard-landing scenario did not yield a recession, but the financial market turbulence did yield a recession.	12.0	111.0
201601	1644	2016-01-27	meeting	KASHKARI	It struck me that a China hard landing would trigger financial market instability, and if that’s really what’s going to trigger a recession, China could well be it.	12.0	111.0
201601	1645	2016-01-27	meeting	KASHKARI	I’m just curious if I’m off in how I’m thinking about it, or if the staff would think differently.	12.0	111.0
201601	1646	2016-01-27	meeting	KAMIN	Let me start, because the international side was responsible for that part of the scenarios.	12.0	999.0
201601	1647	2016-01-27	meeting	KAMIN	If you look at exhibit 2 of your international outlook materials, the red line in panel 5, which is US GDP, falls on a four-quarter change basis to ½ percent.	12.0	999.0
201601	1648	2016-01-27	meeting	KAMIN	I don’t have the actual quarterly numbers on me, but I’m pretty darn sure that that means a quarter or two of negative changes in real GDP.	12.0	999.0
201601	1649	2016-01-27	meeting	KAMIN	In that sense, it probably is associated with at least a mild recession.	12.0	999.0
201601	1650	2016-01-27	meeting	KAMIN	Just to compare that scenario with the financial turbulence scenario, in the China hard-landing scenario, the negative effects on the US economy come mainly through trade channels—the rise in the dollar and the decline in foreign GDP.	12.0	999.0
201601	1651	2016-01-27	meeting	KAMIN	Those have a very important and material effect on the US economy, but all that being said, because the US economy is not as open to international trade as other economies, the effect is not so great.	12.0	999.0
201601	1652	2016-01-27	meeting	KAMIN	The China hard- landing scenario does also incorporate the disruptions to US markets that do depress GDP, but obviously not as much as the financial turbulence scenario.	12.0	999.0
201601	1653	2016-01-27	meeting	KAMIN	I’ll now pass the baton to my colleagues here.	12.0	999.0
201601	1654	2016-01-27	meeting	WILCOX	I would only add, I think we could probably easily, in some sense, concatenate the two scenarios and get something that’s more severe to the downside from the combination of both of the factors.	12.0	999.0
201601	1655	2016-01-27	meeting	WILCOX	And I think it’s realistic to envision that the kind of financial turbulence that we have in that scenario would result from the China scenario.	12.0	999.0
201601	1656	2016-01-27	meeting	EVANS	And that’s a pretty common type of additional exercise that you do with these, right, when you’re looking for an extra kick from spillovers.	12.0	91.0
201601	1657	2016-01-27	meeting	LIANG	I’ll add one more point.	12.0	999.0
201601	1658	2016-01-27	meeting	LIANG	When we were looking at the financial linkages between the United States and China, and the EMEs, most of the linkages are economic—trade and the dollar—so that’s where the biggest linkages in the scenario are, as you would expect.	12.0	999.0
201601	1659	2016-01-27	meeting	LIANG	The linkages between the financial institutions in the United States and China and the EMEs are pretty limited.	12.0	999.0
201601	1660	2016-01-27	meeting	LIANG	Your first scenario would not entail a lot of distress in the US financial markets from this, but, clearly, that could be added.	12.0	999.0
201601	1661	2016-01-27	meeting	YELLEN	President Lacker, did you have a two-hander?	12.0	65.0
201601	1662	2016-01-27	meeting	LACKER	Yes, it was a two-hander.	12.0	81.0
201601	1663	2016-01-27	meeting	LACKER	Because it appears as if charts like number 9 might make more visits to the Committee, I wanted to follow up on President Kashkari’s question and ask something that I’ve wanted to ask you for a while.	12.0	81.0
201601	1664	2016-01-27	meeting	LACKER	You have apportioned this: resource utilization, energy prices, and import prices.	12.0	81.0
201601	1665	2016-01-27	meeting	LACKER	In our standard models, we often think of monetary policy as related to inflation.	12.0	81.0
201601	1666	2016-01-27	meeting	LACKER	In fact, in the standard textbook models, an impulse from monetary policy affects both prices and, to the extent that there are monetary nonneutralities or something that gives rise to the Phillips curve, simultaneously real activity and real resource utilization.	12.0	81.0
201601	1667	2016-01-27	meeting	LACKER	I’m wondering how you want us to think about attributing inflation to resource utilization, when in the standard models it’s just a correlate of inflation.	12.0	81.0
201601	1668	2016-01-27	meeting	LACKER	We usually think about it in terms of monetary impulses affecting both—sometimes not real things, sometimes real things.	12.0	81.0
201601	1669	2016-01-27	meeting	LACKER	Is that clear?	12.0	81.0
201601	1670	2016-01-27	meeting	LACKER	Do you understand the question?	12.0	81.0
201601	1671	2016-01-27	meeting	LACKER	It’s a puzzle, more or less.	12.0	81.0
201601	1672	2016-01-27	meeting	WILCOX	Well, this is quite a standard New Keynesian Phillips curve kind of framework.	12.0	999.0
201601	1673	2016-01-27	meeting	WILCOX	Monetary policy is relevant because it influences the thrust of aggregate demand, and that influences, in turn, the level of resource utilization.	12.0	999.0
201601	1674	2016-01-27	meeting	WILCOX	As well, monetary policy operates very importantly on inflation through the exchange rate and setting the terms of trade.	12.0	999.0
201601	1675	2016-01-27	meeting	WILCOX	So monetary policy is very much present here through two different channels:  One is the thrust of economic activity, and the other is the import price channel.	12.0	999.0
201601	1676	2016-01-27	meeting	WILCOX	Now, I don’t know what else I can say.	12.0	999.0
201601	1677	2016-01-27	meeting	WILCOX	I’m looking back to Dave Reifschneider.	12.0	999.0
201601	1678	2016-01-27	meeting	WILCOX	What would you add to that?	12.0	999.0
201601	1679	2016-01-27	meeting	REIFSCHNEIDER	I’d add two things.	12.0	999.0
201601	1680	2016-01-27	meeting	REIFSCHNEIDER	One, there’s a third channel—expectations.	12.0	999.0
201601	1681	2016-01-27	meeting	WILCOX	Yes.	12.0	999.0
201601	1682	2016-01-27	meeting	WILCOX	Right.	12.0	999.0
201601	1683	2016-01-27	meeting	REIFSCHNEIDER	I would say your point is correct, in that some of the explanatory variables for inflation—say, resource utilization or marginal costs or something like that—are determined by monetary policy, but they’re determined by many other things as well.	12.0	999.0
201601	1684	2016-01-27	meeting	REIFSCHNEIDER	And the accounting exercise that David was talking about isn’t trying to take everything back to every single ultimate cause, which would include what’s up with Chinese economic growth, what the European Central Bank’s monetary policy is, and yada, yada, yada.	12.0	999.0
201601	1685	2016-01-27	meeting	REIFSCHNEIDER	It’s stopping at an earlier point than that.	12.0	999.0
201601	1686	2016-01-27	meeting	REIFSCHNEIDER	Yes, it’s stopping at an earlier point, and it’s using some things that are clearly endogenous, like slack.	12.0	999.0
201601	1687	2016-01-27	meeting	REIFSCHNEIDER	But in the accounting mechanisms, in the New Keynesian Phillips curve, they are direct drivers of inflation.	12.0	999.0
201601	1688	2016-01-27	meeting	LACKER	So the puzzle is that this makes it seem as if it’s the case that if monetary policy did not affect real activity, it wouldn’t affect inflation, whereas in our models, that’s a case in which it does affect inflation.	12.0	81.0
201601	1689	2016-01-27	meeting	LACKER	That’s the puzzle for me.	12.0	81.0
201601	1690	2016-01-27	meeting	DUDLEY	There’s still the inflation expectations channel, right?	12.0	96.0
201601	1691	2016-01-27	meeting	LACKER	Forget expectations.	12.0	81.0
201601	1692	2016-01-27	meeting	LACKER	In the standard model, if the Phillips curve is vertical, it affects inflation, even though it doesn’t affect real activity.	12.0	81.0
201601	1693	2016-01-27	meeting	YELLEN	There’s an aggregate supply relationship in there, which is this Phillips curve mechanism between the level of utilization and inflation.	12.0	65.0
201601	1694	2016-01-27	meeting	YELLEN	And according to their estimates, that relationship, at least at the moment, is, and has been, quite flat.	12.0	65.0
201601	1695	2016-01-27	meeting	YELLEN	But in the world you’re talking about, the relationship could be quite steep.	12.0	65.0
201601	1696	2016-01-27	meeting	YELLEN	The influence of utilization on inflation could be, in some world, very large, in which case monetary policy, when you incorporate that into a model, would mainly raise inflation and have very little effect on utilization.	12.0	65.0
201601	1697	2016-01-27	meeting	YELLEN	That would be a vertical Phillips curve.	12.0	65.0
201601	1698	2016-01-27	meeting	YELLEN	That’s not in any way the estimates that you are basing this on, but it could be, so I don’t think there’s any conceptual puzzle here.	12.0	65.0
201601	1699	2016-01-27	meeting	WILCOX	I don’t think so.	12.0	999.0
201601	1700	2016-01-27	meeting	YELLEN	President Evans.	12.0	65.0
201601	1701	2016-01-27	meeting	EVANS	I think it’s a two-hander, because at least it’s on the same dashboard topic.	12.0	91.0
201601	1702	2016-01-27	meeting	EVANS	But another factor that could show up here—you mentioned the inflation expectations table, but, presumably, one thing that’s underlying this is, you’ve got your price-inflation Phillips curve with the additional transitory variables that show up here and other things.	12.0	91.0
201601	1703	2016-01-27	meeting	EVANS	But you’ve also got the inflation attractor, if I understand that right.	12.0	91.0
201601	1704	2016-01-27	meeting	EVANS	So part of the forecast, the last time I remember looking at it, was, you’ve got that at something like 1.8 percent, and it’s expected to go up at some point, possibly within the forecast horizon.	12.0	91.0
201601	1705	2016-01-27	meeting	WILCOX	Beginning of 2018.	12.0	999.0
201601	1706	2016-01-27	meeting	EVANS	So if that doesn’t happen, that would show up as one of these yellow factors?	12.0	91.0
201601	1707	2016-01-27	meeting	WILCOX	That’s right.	12.0	999.0
201601	1708	2016-01-27	meeting	EVANS	Okay.	12.0	91.0
201601	1709	2016-01-27	meeting	EVANS	So to the extent that the yellow all of a sudden gets big, it is like other things are at work, and we might be behind.	12.0	91.0
201601	1710	2016-01-27	meeting	WILCOX	Right.	12.0	999.0
201601	1711	2016-01-27	meeting	WILCOX	So if the yellow region begins to emerge, what we would do at that point is caucus among ourselves—	12.0	999.0
201601	1712	2016-01-27	meeting	DUDLEY	Break out the yellow region.	12.0	96.0
201601	1713	2016-01-27	meeting	WILCOX	—engage in some analysis of the yellow region and see whether we had some readily attributable underlying factors there, or come back to the Committee and say, “Gee, we don’t know.	12.0	999.0
201601	1714	2016-01-27	meeting	WILCOX	There is something at work in the inflation mechanism that we can’t square with our analytical framework.”	12.0	999.0
201601	1715	2016-01-27	meeting	WILCOX	Now, there will be a lot of different analytical frameworks brought to the table.	12.0	999.0
201601	1716	2016-01-27	meeting	WILCOX	And so what might be of concern in our framework might be understandable in others, but the goal here is to try to provide one metric where, applying our pretty mechanical rules of thumb, you’ll be able to keep score at home and see whether things are drifting away from the narrative that we had in place as of the time of the December 2015 projection.	12.0	999.0
201601	1717	2016-01-27	meeting	EVANS	Thank you.	12.0	91.0
201601	1718	2016-01-27	meeting	YELLEN	Further questions?	12.0	65.0
201601	1719	2016-01-27	meeting	YELLEN	President Bullard.	12.0	65.0
201601	1720	2016-01-27	meeting	BULLARD	Thank you, Madam Chair.	12.0	94.0
201601	1721	2016-01-27	meeting	BULLARD	I just had a question about the jobs numbers on the Key Economic Indicators exhibit.	12.0	94.0
201601	1722	2016-01-27	meeting	BULLARD	I guess you penciled in 238,000 for the three months in the first quarter of 2016 for nonfarm payrolls, and I notice the Tealbook had the year averaging more than 200,000.	12.0	94.0
201601	1723	2016-01-27	meeting	BULLARD	I just wonder if I could get you to talk a little bit about where the risks on that part of the forecast are.	12.0	94.0
201601	1724	2016-01-27	meeting	BULLARD	It seems high to me, but I’m willing to listen to explanations.	12.0	94.0
201601	1725	2016-01-27	meeting	BULLARD	I think we’ve been telling a story that we expect job growth to slow down, but this really sounds like it’s still going to be a banner year in 2016.	12.0	94.0
201601	1726	2016-01-27	meeting	BULLARD	I guess that’s my general feeling.	12.0	94.0
201601	1727	2016-01-27	meeting	WASCHER	We’re basically taking some signal from 2015.	12.0	999.0
201601	1728	2016-01-27	meeting	WASCHER	The strong job growth and the modest pace of GDP growth has been a feature of the economy for a while, and we have those trends extending into 2016, particularly in the first half of the year.	12.0	999.0
201601	1729	2016-01-27	meeting	WASCHER	And then over the second half, we have monthly employment increases slowing down to about 160,000 or so.	12.0	999.0
201601	1730	2016-01-27	meeting	WASCHER	So, yes, it’s still good job growth with moderate GDP growth.	12.0	999.0
201601	1731	2016-01-27	meeting	WASCHER	Again, that’s what we’ve been seeing.	12.0	999.0
201601	1732	2016-01-27	meeting	WASCHER	Now, I suppose I can see risks on both sides.	12.0	999.0
201601	1733	2016-01-27	meeting	WASCHER	We’ve underpredicted job growth in the past, and so that might argue for a higher number, not a slowdown.	12.0	999.0
201601	1734	2016-01-27	meeting	WASCHER	On the other hand, with the modest pace of GDP growth, and if you felt productivity was going to pick up toward a faster trend, you might expect a sharper slowing in job growth.	12.0	999.0
201601	1735	2016-01-27	meeting	WASCHER	So I guess we view this as relatively balanced, a view reflected in our forecast of GDP growth.	12.0	999.0
201601	1736	2016-01-27	meeting	WASCHER	The other risk I would note is that we see the balance of risks for real activity as weighted to the downside, and that might argue for thinking about the risk to employment growth as weighted to the downside.	12.0	999.0
201601	1737	2016-01-27	meeting	WASCHER	But in view of our path for GDP growth, I think the risks of our employment forecasts seem reasonably balanced to me.	12.0	999.0
201601	1738	2016-01-27	meeting	YELLEN	President Lockhart.	12.0	65.0
201601	1739	2016-01-27	meeting	LOCKHART	Thank you, Madam Chair.	12.0	88.0
201601	1740	2016-01-27	meeting	LOCKHART	This is a financial stability question for Nellie.	12.0	88.0
201601	1741	2016-01-27	meeting	LOCKHART	One thing that has gotten my attention recently are media reports and commentary linking global equity market declines to the selling activity of sovereign wealth funds, particularly the sovereign wealth funds of oil- and gas-producing countries.	12.0	88.0
201601	1742	2016-01-27	meeting	LOCKHART	After looking into the issue, there seems to be some evidence for a reduction in holdings in foreign assets, but it seems much more difficult to determine if these reductions could be directly contributing to the declines in equity markets or indirectly influencing a risk-off environment by large investors more broadly.	12.0	88.0
201601	1743	2016-01-27	meeting	LOCKHART	So my question is, has the staff done any work on, or given any thought to, the potential role of sovereign wealth funds in the recent equity market declines and, maybe more broadly, the increasing correlation of oil and risk-asset markets—which seems to be a new development?	12.0	88.0
201601	1744	2016-01-27	meeting	LIANG	Let me just say a couple things about sovereign wealth funds.	12.0	999.0
201601	1745	2016-01-27	meeting	LIANG	It is something we’re currently learning more about.	12.0	999.0
201601	1746	2016-01-27	meeting	LIANG	I would say that, six months ago, we thought of sovereign wealth funds like endowments:  They are private pools of capital.	12.0	999.0
201601	1747	2016-01-27	meeting	LIANG	They make investment decisions.	12.0	999.0
201601	1748	2016-01-27	meeting	LIANG	They might be big, and so they might affect asset prices, but they’re private pools of capital, generally not viewed as leveraged.	12.0	999.0
201601	1749	2016-01-27	meeting	LIANG	Market regulators would not be concerned about sovereign wealth funds.	12.0	999.0
201601	1750	2016-01-27	meeting	LIANG	It’s not pooled investment funds or investment for others.	12.0	999.0
201601	1751	2016-01-27	meeting	LIANG	I think what we’re seeing over the past six months to a year is that they aren’t really endowments, to the extent that they are parts of oil-producing countries, and the countries are using them to finance their deficits.	12.0	999.0
201601	1752	2016-01-27	meeting	LIANG	So, in some sense, they’re just a leveraged fund for a country, and to that extent they are of more interest.	12.0	999.0
201601	1753	2016-01-27	meeting	LOCKHART	Could make a comment?	12.0	88.0
201601	1754	2016-01-27	meeting	LIANG	Yes.	12.0	999.0
201601	1755	2016-01-27	meeting	LOCKHART	One commentator, I thought, had a very interesting analysis.	12.0	88.0
201601	1756	2016-01-27	meeting	LOCKHART	He said that we’re experiencing an enormous margin call.	12.0	88.0
201601	1757	2016-01-27	meeting	LIANG	Yes.	12.0	999.0
201601	1758	2016-01-27	meeting	LIANG	That is the exact sentiment I was trying to express.	12.0	999.0
201601	1759	2016-01-27	meeting	LIANG	I think the main questions for financial stability are:  What kind of liabilities do they have?	12.0	999.0
201601	1760	2016-01-27	meeting	LIANG	How short are they?	12.0	999.0
201601	1761	2016-01-27	meeting	LIANG	How quickly do they need to meet these obligations?	12.0	999.0
201601	1762	2016-01-27	meeting	LIANG	And then the other piece would be, who are the other investors?	12.0	999.0
201601	1763	2016-01-27	meeting	LIANG	Are their sales offset by purchases by other investors?	12.0	999.0
201601	1764	2016-01-27	meeting	LIANG	So I’m giving you a sense of how we’re thinking about it.	12.0	999.0
201601	1765	2016-01-27	meeting	LIANG	We don’t have any answers to these questions.	12.0	999.0
201601	1766	2016-01-27	meeting	LIANG	The international community is very interested in learning more about sovereign wealth funds, but they are a very different kind of “private” financial institution, so the kind of proposals for regulations would be very different.	12.0	999.0
201601	1767	2016-01-27	meeting	LIANG	This would be a country.	12.0	999.0
201601	1768	2016-01-27	meeting	LIANG	Globally, they’re about $7 trillion.	12.0	999.0
201601	1769	2016-01-27	meeting	LIANG	And just to put that into context, US mutual funds have about $15 trillion.	12.0	999.0
201601	1770	2016-01-27	meeting	LIANG	And I think separately managed accounts—which is the way we’ve been thinking about them, like pension funds or insurers or endowments—are probably $9 trillion.	12.0	999.0
201601	1771	2016-01-27	meeting	LIANG	So they’re a big piece, but they’re not the whole piece.	12.0	999.0
201601	1772	2016-01-27	meeting	LIANG	We’ll probably be giving them a little bit more thought.	12.0	999.0
201601	1773	2016-01-27	meeting	LIANG	But that’s the state of play right now.	12.0	999.0
201601	1774	2016-01-27	meeting	POTTER	They mainly hold US assets.	12.0	999.0
201601	1775	2016-01-27	meeting	LIANG	Yes, they like US assets.	12.0	999.0
201601	1776	2016-01-27	meeting	KAMIN	If I could just add a couple of points.	12.0	999.0
201601	1777	2016-01-27	meeting	KAMIN	As Nellie said, it is almost certainly the case that a lot of sovereign wealth funds are very intimately connected with their governments.	12.0	999.0
201601	1778	2016-01-27	meeting	KAMIN	And so it’s quite plausible that over the past year or so, you’ve seen sales of sovereign wealth funds both to help finance governments that had been reliant on oil revenues and now need more cash and, secondly, perhaps even to basically finance reserve intervention.	12.0	999.0
201601	1779	2016-01-27	meeting	KAMIN	A lot of times, the line between foreign exchange holdings and sovereign holdings is not very clear cut.	12.0	999.0
201601	1780	2016-01-27	meeting	KAMIN	So probably both of those factors are at play, although to what extent is a little bit murky.	12.0	999.0
201601	1781	2016-01-27	meeting	KAMIN	But I would view those as important background factors.	12.0	999.0
201601	1782	2016-01-27	meeting	KAMIN	And then if you think about what’s happened with the plunge in equity prices more recently in the last couple of weeks, that seems to be triggered more by high-profile macroeconomic elements, such as in China.	12.0	999.0
201601	1783	2016-01-27	meeting	KAMIN	You probably wouldn’t want to attribute that to any particular sea change in the portfolio behavior of the sovereign wealth funds themselves.	12.0	999.0
201601	1784	2016-01-27	meeting	YELLEN	Any further questions?	12.0	65.0
201601	1785	2016-01-27	meeting	YELLEN	[No response]	12.0	65.0
201601	1786	2016-01-27	meeting	YELLEN	Okay.	12.0	65.0
201601	1787	2016-01-27	meeting	YELLEN	Then we have an opportunity for comments on financial stability, and let me start with Governor Fischer.	94.0	65.0
201601	1788	2016-01-27	meeting	FISCHER	Thank you, Madam Chair.	94.0	108.0
201601	1789	2016-01-27	meeting	FISCHER	First, I want to commend the staff that produced both of these reports, “QS Assessment of Financial Stability” and “Financial Stability Implications of ‘Low-for-Long’ Interest Rates in AFEs.”	94.0	108.0
